Drug_Ingredient,Food,label,Calories,Protein,Fat,Carbs,Herbal_Risk,Alcohol_Risk,Iron_Rich,High_Fat,High_Protein,Therapeutic_Class,Action_Class
Naproxen,Kiri Hodi,0,100.0,1.0,9.0,4.0,False,False,False,False,False,  PAIN ANALGESIC,Unknown
Vinpocetine,Wandu,0,205.0,2.0,1.0,46.0,False,False,False,False,False,  ANTI NEOPLASTICS ,  Nootropic agen
Cabazitaxel,Pasta,0,393.0,14.0,1.7,79.0,False,False,False,False,True,  ANTI NEOPLASTICS ,  Alkaloids-cytotoxic agent
charcoal,Soya meat curry with coconut milk,0,110.0,11.0,0.6,13.0,False,False,False,False,True,  GASTRO INTESTINAL ,  Anti-foaming agen
Estradiol Valerate,Mango Chutney with Sugar,0,200.0,0.5,0.0,50.0,False,False,False,False,False,  GYNAECOLOGICA,Unknown
Nalbuphine,Boiled Jackfruit Seed,0,13.0,0.6,0.1,2.5,False,False,False,False,False,  PAIN ANALGESICS ,  Opioid
Domperidone+Pantoprazole,Chocolate ice cream,0,154.0,2.6,10.0,14.0,False,False,False,False,False,  GASTRO INTESTINA,Unknown
Magaldrate,Coconut Roti,0,284.0,6.7,6.3,49.2,False,False,False,False,False,  GASTRO INTESTINA,Unknown
Bendamustine,Whole Milk,0,130.0,7.0,7.0,10.0,False,False,False,False,False,  ANTI NEOPLASTICS ,  Alkylating agen
Anidulafungin,Chicken Breast,0,165.0,31.0,3.6,0.0,False,False,False,False,True,  ANTI INFECTIVES ,  Fungal cell wall synthesis inhibitor (Echiocandins
Ethylmorphine,Helapa,0,440.0,11.0,17.0,80.0,False,False,False,True,True,  RESPIRATORY ,  Opioid
Eribulin Mesylate,Lemon puff,0,59.0,0.7,2.3,8.7,False,False,False,False,False,  ANTI NEOPLASTICS ,  Antimicrotubule agents- Non Taxane
Salicylic Acid,Olive Oil,0,120.0,0.0,14.0,0.0,False,False,False,True,False,  DERMA ,  Keratoplastic and keratolytic agent
Corticotropin,Egg,0,70.0,6.0,5.0,0.4,False,False,False,False,False,  HORMONES ,  Corticotropi
Balsalazide,Saw Kanji,0,250.0,6.0,5.0,50.0,False,False,False,False,False,  GASTRO INTESTINAL ,  5- Aminosalicylic acid (5-ASA
Torasemide,Chocolate Cream Biscuit,0,53.0,1.0,2.0,8.0,False,False,False,False,False,  CARDIA,Unknown
Bacillus Clausii,Coconut Milk 1st 2nd 3rd extractions,0,15.0,0.2,1.4,1.0,False,False,False,False,False,  GASTRO INTESTINAL ,  Probiotic
L-alanyl-L-glutamine,White Bread,0,270.0,9.0,3.0,50.0,False,False,False,False,False,  NEURO CNS ,  Amino acid
Ergotamine,Mango Chutney,0,60.0,0.5,0.0,15.0,False,False,False,False,False,  NEURO CNS ,  Ergot derivativ
Lomefloxacin,Kibula Banis,0,175.0,3.0,4.0,30.0,False,False,False,False,False,  GASTRO INTESTINAL ,  Quinolones/ Fluroquinolone
Phenylephrine,Boiled Potatoes,0,44.0,1.0,0.1,10.3,False,False,False,False,False,  RESPIRATOR,Unknown
Adrenaline,Dhal Curry,0,100.0,7.0,2.0,14.0,False,False,False,False,False,  CARDIAC ,  Sympathomimetics agonis
Permethrin,Watermelon,0,30.0,0.6,0.2,7.6,False,False,False,False,False,  DERMA ,  Ectoparasiticide
Magnesium Valproate,Oats,0,150.0,5.0,3.0,27.0,False,False,False,False,False,  NEURO CNS ,  Sodium channel modulators (AED
Mefloquine,Ambun Kesel,0,90.0,1.3,0.3,23.0,False,False,False,False,False,  ANTI MALARIALS ,  Antimalarial- other
Icosapent ethyl,Boiled Chickpeas,0,164.0,9.0,2.6,27.0,False,False,False,False,False,  CARDIA,Unknown
Methocarbamol,Gold Marie biscuit,0,17.0,0.29,0.4,2.8,False,False,False,False,False,  PAIN ANALGESICS ,  Skeletal muscle relaxant- Centrally actin
Roflumilast,Jam Paan,0,300.0,7.0,8.0,55.0,False,False,False,False,False,  RESPIRATORY ,  Phosphodiesterase-IV inhibitors (COPD
Tamsulosin+Finasteride,Orange cream biscuit,0,54.0,0.6,2.0,9.0,False,False,False,False,False,  UROLOG,Unknown
Tafluprost,Dhal Curry,0,100.0,7.0,2.0,14.0,False,False,False,False,False,  OPHTHAL ,  PG F2 Alpha analogu
Pantoprazole ,Boiled Chickpeas,0,164.0,9.0,2.6,27.0,False,False,False,False,False,  GASTRO INTESTINA,Unknown
Abciximab,Ada,0,280.0,5.0,2.0,61.0,False,False,False,False,False,  BLOOD RELATED ,  Glycoprotein IIb/IIIa inhibitor
Mometasone,Coconut Milk 1st 2nd 3rd extractions,0,15.0,0.2,1.4,1.0,False,False,False,False,False,  DERMA ,  Glucocorticoid
Calcium Citrate Malate,Lunu Miris,0,12.0,0.87,0.04,1.43,False,False,False,False,False,  VITAMINS MINERALS NUTRIENT,Unknown
Lurasidone,Greek Yogurt,0,100.0,10.0,5.0,4.0,False,False,False,False,False,  NEURO CNS ,  Atypical Antipsychotic
Formoterol+Fluticasone Propionate,Cream cracker biscuit,0,37.0,0.9,1.2,6.0,False,False,False,False,False,  RESPIRATOR,Unknown
Diltiazem,Raisins,0,299.0,3.1,0.5,79.2,False,False,False,False,False,  CARDIAC ,  Calcium channel blockers- Nondihydropyridine
Metolazone,Yellow Rice,0,469.0,16.9,18.8,75.0,False,False,False,True,True,  CARDIAC ,  Low-ceiling Diuretics (Inhibitors of Na+Cl symport
Isoniazid,Cream cracker biscuit,0,37.0,0.9,1.2,6.0,False,False,False,False,False,  ANTI INFECTIVE,Unknown
Pyritinol,Lavariya,0,310.0,4.0,10.0,65.0,False,False,False,False,False,  NEURO CNS ,  Nootropic agen
Choline Salicylate,Watermelon,0,30.0,0.6,0.2,7.6,False,False,False,False,False,  STOMATOLOGICAL,Unknown
Ethosuximide,Kotmale Vanilla milk,0,124.0,3.4,3.0,21.0,False,False,False,False,False,  NEURO CNS ,  Calcium channel inhibitor (AED
Levodopa,Boiled Chickpeas,0,164.0,9.0,2.6,27.0,False,False,False,False,False,  NEURO CNS ,  Dopamine precurso
Cefditoren,White Rice,0,110.0,2.0,0.0,24.0,False,False,False,False,False,  ANTI INFECTIVES ,  Cephalosporins   3 generatio
Ethionamide,Red Rice,0,112.0,2.4,0.8,23.0,False,False,False,False,False,  ANTI INFECTIVES ,  Mycobacterial cell wall inhibitors-Ethambuto
Levonorgestrel,Butter Cake,0,220.0,2.0,12.0,27.0,False,False,False,True,False,  GYNAECOLOGICAL ,  Progestins (Second generation
Entecavir,Cream cracker biscuit,0,37.0,0.9,1.2,6.0,False,False,False,False,False,  ANTI INFECTIVES ,  Nucleoside/nucleotide reverse transcriptase inhibitors (NRTIs)
Gatifloxacin,Dodol,0,380.0,2.0,12.0,75.0,False,False,False,True,False,  OPHTHAL OTOLOGICAL,Unknown
Ichthyol Pale,Mun Kawum,0,450.0,5.0,18.0,70.0,False,False,False,True,False,  DERMA ,"  Additives, preservative"
Chloroquine,Skim Milk,0,80.0,8.0,0.0,12.0,False,False,False,False,False,  OPHTHAL ,  Antimalarial- Aminoquinoline
Tramadol,Vegetable curry with coconut milk,0,120.0,1.0,9.0,10.0,False,False,False,False,False,  PAIN ANALGESIC,Unknown
Bacterial Lysate,Ambul Kesel,0,45.0,0.5,0.1,11.0,False,False,False,False,False,  ANTI INFECTIVES ,  Immunostimulant- Respiratory tract infections
Halobetasol,Chicken Gravy,0,25.0,3.5,1.5,0.0,False,False,False,False,False,  DERMA ,  Glucocorticoid
Tipiracil,Boiled Jackfruit Seed,0,13.0,0.6,0.1,2.5,False,False,False,False,False,  ANTI NEOPLASTIC,Unknown
Gadobenate dimeglumine,Almonds,0,180.0,6.0,15.0,6.0,False,False,False,True,False,  OTHER,Unknown
Cefotaxime,Roast Paan,0,280.0,8.0,3.0,55.0,False,False,False,False,False,  ANTI INFECTIVES ,  Cephalosporins   3 generatio
Estradiol Valerate,Raisins,0,299.0,3.1,0.5,79.2,False,False,False,False,False,  GYNAECOLOGICA,Unknown
Bosentan,White sugar,0,16.0,0.0,0.0,4.0,False,False,False,False,False,  CARDIAC ,  Endothelin receptor blocke
Valethamate,Coconut Milk 1st 2nd 3rd extractions,0,15.0,0.2,1.4,1.0,False,False,False,False,False,  PAIN ANALGESICS ,  Anticholinergic
Ribavirin,Chicken Curry,0,180.0,27.0,8.0,0.0,False,False,False,False,True,  ANTI INFECTIVES ,  Antiviral (Non-HIV) drug
Entecavir,Coconut Milk 1st 2nd 3rd extractions,0,15.0,0.2,1.4,1.0,False,False,False,False,False,  ANTI INFECTIVES ,  Nucleoside/nucleotide reverse transcriptase inhibitors (NRTIs)
Vi Capsular Polysaccharide Of Salmonella Typhi,Watermelon,0,30.0,0.6,0.2,7.6,False,False,False,False,False,  VACCINE,Unknown
L-Methyl Folate,Coconut Milk 1st extraction,0,30.0,0.3,2.7,1.5,False,False,False,False,False,  VITAMINS MINERALS NUTRIENT,Unknown
Carbetocin,Fried Halmesso,0,75.0,7.5,4.5,0.0,False,False,False,False,False,  GYNAECOLOGICAL ,  Oxytocin Receptor Antagonis
Cardioplegia,Dark chocolate,0,282.0,3.0,18.0,29.0,False,False,False,True,False,  CARDIA,Unknown
Adefovir,Walnuts,0,190.0,4.0,18.0,4.0,False,False,False,True,False,  ANTI INFECTIVES ,  Nucleoside/nucleotide reverse transcriptase inhibitors (NRTIs)
Amino Acids,Milk cream biscuit,0,56.0,0.6,2.5,8.5,False,False,False,False,False,  VITAMINS MINERALS NUTRIENTS ,  Amino acid
Tenecteplase,Gal Banis,0,400.0,7.0,13.0,65.0,False,False,False,True,False,  CARDIAC ,  Plasminogen Activators- Thrombolytic
Terizidone,Garlic Murukku,0,500.0,8.0,25.0,55.0,True,False,False,True,False,  ANTI INFECTIVES ,  Cell wall active agen
Coral calcium,Mango Chutney,0,60.0,0.5,0.0,15.0,False,False,False,False,False,  VITAMINS MINERALS NUTRIENT,Unknown
Liposomal Dithranol,Boondi,0,240.0,3.0,10.0,38.0,False,False,False,False,False,  DERMA ,  Keratoplastic and keratolytic agent
Pepsin,Dhal Curry,0,100.0,7.0,2.0,14.0,False,False,False,False,False,  GASTRO INTESTINA,Unknown
Zuclopenthixol,Yellow Rice,0,469.0,16.9,18.8,75.0,False,False,False,True,True,  NEURO CNS ,  Typical Antipsychotic
Haemophilus Type B Conjugate Vaccine,Cavendish Banana,0,134.0,1.7,0.5,34.2,False,False,False,False,False,  VACCINE,Unknown
Indacaterol,Dhal Curry with coconut milk,0,80.0,5.0,3.5,12.0,False,False,False,False,False,  RESPIRATOR,Unknown
Eflornithine,Coconut Milk 1st extraction,0,30.0,0.3,2.7,1.5,False,False,False,False,False,  DERMA ,  Ornithine decarboxylase inhibitors- Facial hirsutis
Univestin,Kotmale Vanilla milk,0,124.0,3.4,3.0,21.0,False,False,False,False,False,  PAIN ANALGESICS ,  Herba
Racecadotril,Roast Green Pea,0,190.0,14.0,4.5,32.0,False,False,False,False,True,  GASTRO INTESTINAL ,  Enkephalinase inhibito
Nicorandil,Boiled Cowpea,0,116.0,7.7,0.5,21.0,False,False,False,False,False,  CARDIAC ,  Potassium channel opene
Darolutamide,Coconut Sambal,0,157.0,2.0,13.7,6.4,False,False,False,True,False,  ANTI NEOPLASTIC,Unknown
Diltiazem,Boiled Potatoes,0,44.0,1.0,0.1,10.3,False,False,False,False,False,  CARDIAC ,  Calcium channel blockers- Nondihydropyridine
Elemental Iron,White Rice,0,110.0,2.0,0.0,24.0,False,False,False,False,False,  BLOOD RELATED ,  Haemopoetic agent
Glimepiride+Metformin+Voglibose,Almonds,0,180.0,6.0,15.0,6.0,False,False,False,True,False,  ANTI DIABETI,Unknown
Clindamycin+Niacinamide,Ambun Kesel,0,90.0,1.3,0.3,23.0,False,False,False,False,False,  DERM,Unknown
Benzoic Acid,Walnuts,0,190.0,4.0,18.0,4.0,False,False,False,True,False,  DERM,Unknown
Carisoprodol,Red Rice,0,112.0,2.4,0.8,23.0,False,False,False,False,False,  PAIN ANALGESICS ,  Skeletal muscle relaxant- Centrally actin
Obinutuzumab,Papadam,0,21.0,1.0,1.0,3.7,False,False,False,False,False,  ANTI NEOPLASTICS ,  Monoclonal antibodie
Infliximab,Marie biscuit,0,17.0,0.29,0.4,2.8,False,False,False,False,False,  PAIN ANALGESICS ,  Disease Modifying Anti-Rheumatoid Drugs (DMARDs)- Biologic
Loxapine,Cavendish Banana,0,134.0,1.7,0.5,34.2,False,False,False,False,False,  NEURO CNS ,  Typical Antipsychotic
Methotrexate,Gal Banis,0,400.0,7.0,13.0,65.0,False,False,False,True,False,  ANTI NEOPLASTICS ,  Antimetabolite- Methotrexat
Bifonazole,Kiribath,0,150.0,1.9,7.0,16.0,False,False,False,False,False,  DERMA ,  Fungal ergosterol synthesis inhibito
Lenvatinib,Jam Paan,0,300.0,7.0,8.0,55.0,False,False,False,False,False,  ANTI NEOPLASTICS ,  Tyrosine kinase inhibitor
Ichthyol Pale,Custard cream biscuit,0,54.0,0.6,2.0,9.0,False,False,False,False,False,  DERMA ,"  Additives, preservative"
Dacarbazine,Papadam,0,21.0,1.0,1.0,3.7,False,False,False,False,False,  ANTI NEOPLASTICS ,  Alkylating agen
Glycopyrrolate+Formoterol+Budesonide,Lavariya,0,310.0,4.0,10.0,65.0,False,False,False,False,False,  RESPIRATOR,Unknown
Enalapril,Murukku,0,550.0,9.0,38.0,50.0,False,False,False,True,False,  CARDIAC ,  Angiotensin-converting enzyme (ACE) inhibitor
Pyritinol,Coconut Cake,0,250.0,3.0,14.0,30.0,False,False,False,True,False,  NEURO CNS ,  Nootropic agen
Fluconazole+Azithromycin,Cucumber Salad,0,35.0,1.0,0.0,7.0,False,False,False,False,False,  GYNAECOLOGICA,Unknown
Mitomycin,Beetroot curry with coconut milk,0,89.0,2.0,4.7,11.0,False,False,False,False,False,  ANTI NEOPLASTICS ,  Alkaloids-cytotoxic agent
Macitentan,Almonds,0,180.0,6.0,15.0,6.0,False,False,False,True,False,  CARDIAC ,  Endothelin receptor blocke
Zinc,Coconut Roti,0,284.0,6.7,6.3,49.2,False,False,False,False,False,  VITAMINS MINERALS NUTRIENTS ,  Mineral
Mesalamine,Cream cracker biscuit,0,37.0,0.9,1.2,6.0,False,False,False,False,False,  GASTRO INTESTINA,Unknown
Abemaciclib,Mango Chutney,0,60.0,0.5,0.0,15.0,False,False,False,False,False,  ANTI NEOPLASTIC,Unknown
Zaleplon,Orange cream biscuit,0,54.0,0.6,2.0,9.0,False,False,False,False,False,  NEURO CNS ,  Non-benzodiazepine hypnotics (Z Compounds
Pregabalin,Coconut Roti,0,284.0,6.7,6.3,49.2,False,False,False,False,False,  NEURO CN,Unknown
Protamine sulfate,Raisins,0,299.0,3.1,0.5,79.2,False,False,False,False,False,  OTHERS ,  Heparin Antagonis
Norethisterone enanthate,Avocado,0,80.0,1.0,7.4,4.3,False,False,False,False,False,  GYNAECOLOGICAL ,  Progestins (First generation
Liver Extract,Roasted Gram,0,200.0,12.0,2.0,30.0,False,False,False,False,True,  BLOOD RELATE,Unknown
Dicloxacillin,Beetroot curry with coconut milk,0,89.0,2.0,4.7,11.0,False,False,False,False,False,  ANTI INFECTIVES ,  Cell wall active agent- Penicillinase resistant Penicilli
Teriparatide,Cream cracker biscuit,0,37.0,0.9,1.2,6.0,False,False,False,False,False,  HORMONES ,  Bone formation stimulator -PTH analogu
Baclofen,Garlic Murukku,0,500.0,8.0,25.0,55.0,True,False,False,True,False,  PAIN ANALGESICS ,  Skeletal muscle relaxant- Centrally actin
Dorzolamide,Boiled Sweet Potato,0,90.0,1.6,0.1,20.0,False,False,False,False,False,  OPHTHAL ,  Carbonic anhydrase inhibito
Electrolytes,Jelly Jujub,0,14.0,0.0,0.0,3.4,False,False,False,False,False,  BLOOD RELATE,Unknown
Suxamethonium,Aluwa,0,400.0,3.0,8.0,85.0,False,False,False,False,False,  PAIN ANALGESICS ,  Skeletal muscle relaxant- Peripherally actin
Silver Sulfadiazine,Kiri Hodi,0,100.0,1.0,9.0,4.0,False,False,False,False,False,  DERM,Unknown
Pazufloxazin,Walnuts,0,190.0,4.0,18.0,4.0,False,False,False,True,False,  ANTI INFECTIVES ,  Quinolones/ Fluroquinolone
Succinyl Choline Chloride,Mun Kawum,0,450.0,5.0,18.0,70.0,False,False,False,True,False,  PAIN ANALGESICS ,  Skeletal muscle relaxant- Peripherally actin
Colloidal bismuth subcitrate,Egg,0,70.0,6.0,5.0,0.4,False,False,False,False,False,  GASTRO INTESTINA,Unknown
Methylcobalamin+Alpha Lipoic Acid+Vitamin B6,Vegetable Roll,0,120.0,3.0,4.0,18.0,False,False,False,False,False,  VITAMINS MINERALS NUTRIENT,Unknown
Protamine sulfate,Chicken Gravy,0,25.0,3.5,1.5,0.0,False,False,False,False,False,  OTHERS ,  Heparin Antagonis
Inotuzumab Ozogamacin,Almonds,0,180.0,6.0,15.0,6.0,False,False,False,True,False,  ANTI NEOPLASTIC,Unknown
Bacterial Lysate,Wonder choc ice cream,0,206.0,2.4,14.0,18.0,False,False,False,True,False,  ANTI INFECTIVES ,  Immunostimulant- Respiratory tract infections
Olaparib,Butter Cake,0,220.0,2.0,12.0,27.0,False,False,False,True,False,  ANTI NEOPLASTIC,Unknown
Pramoxine,Cream cracker biscuit,0,37.0,0.9,1.2,6.0,False,False,False,False,False,  PAIN ANALGESIC,Unknown
Methocarbamol,Whole Milk,0,130.0,7.0,7.0,10.0,False,False,False,False,False,  PAIN ANALGESICS ,  Skeletal muscle relaxant- Centrally actin
Durvalumab,Soya meat curry with coconut milk,0,110.0,11.0,0.6,13.0,False,False,False,False,True,  ANTI NEOPLASTICS ,  Monoclonal antibodie
L-Carnitine L-Tartrate,Lunu Miris,0,12.0,0.87,0.04,1.43,False,False,False,False,False,  VITAMINS MINERALS NUTRIENT,Unknown
Sotalol,Coconut Milk 1st 2nd extractions,0,20.0,0.2,1.9,1.3,False,False,False,False,False,  CARDIAC ,  Class III Agents- anti arrhythmi
Diphenhydramine,Egg Yolk,0,52.0,2.5,4.2,0.55,False,False,False,False,False,  RESPIRATORY ,  H1 Antihistaminics (First Generation
Eflornithine,Roast Paan,0,280.0,8.0,3.0,55.0,False,False,False,False,False,  DERMA ,  Ornithine decarboxylase inhibitors- Facial hirsutis
Opipramol,Fruit & Nut ice cream,0,230.0,3.9,9.0,34.0,False,False,False,False,False,  NEURO CNS ,  Anxiety disorder- Opipramo
Selenium Sulphide,Apple,0,80.0,0.0,0.0,22.0,False,False,False,False,False,  DERMA ,  Antifungal Other
Recombinant Human Erythropoietin Beta,Cream Bun,0,300.0,4.0,15.0,40.0,False,False,False,True,False,  BLOOD RELATED ,  Erythropoiesis-stimulating agent (ESA
Naloxone,Coconut Milk 1st extraction,0,30.0,0.3,2.7,1.5,False,False,False,False,False,  NEURO CNS ,  Opioid Antagonis
L-Carnitine L-Tartrate,Vegetable curry with coconut milk,0,120.0,1.0,9.0,10.0,False,False,False,False,False,  VITAMINS MINERALS NUTRIENT,Unknown
Clebopride,Wandu,0,205.0,2.0,1.0,46.0,False,False,False,False,False,  GASTRO INTESTINAL ,  Dopamine (D2) receptor antagonist-Prokinetic agen
Streptokinase,Idiyappam,0,180.0,3.0,0.5,40.0,False,False,False,False,False,  CARDIAC ,  First Generation Thrombolytic
Purified Vi Polysaccharide Typhoid Vaccine,Ambul Kesel,0,45.0,0.5,0.1,11.0,False,False,False,False,False,  VACCINE,Unknown
Cilnidipine,Soya meat curry,0,84.0,6.0,4.0,8.0,False,False,False,False,False,  CARDIA,Unknown
Bevacizumab,Greek Yogurt,0,100.0,10.0,5.0,4.0,False,False,False,False,False,  ANTI NEOPLASTICS ,  Vascular endothelial growth factor (VEGF) inhibitor
Fusidic Acid,Chicken Breast,0,165.0,31.0,3.6,0.0,False,False,False,False,True,  DERMA ,  Protein synthesis inhibitor
Ceftriaxone,Pasta,0,393.0,14.0,1.7,79.0,False,False,False,False,True,  ANTI INFECTIVE,Unknown
Meglumine Diatrizoate,Peanut Butter,0,190.0,8.0,16.0,7.0,False,False,False,True,False,  OTHER,Unknown
Human Papillomavirus Quadrivalent,Chicken Gravy,0,25.0,3.5,1.5,0.0,False,False,False,False,False,  VACCINES ,  Human papilloma virus (HPV) vaccin
Protamine sulfate,Walnuts,0,190.0,4.0,18.0,4.0,False,False,False,True,False,  OTHERS ,  Heparin Antagonis
Seratrodast,Helapa,0,440.0,11.0,17.0,80.0,False,False,False,True,True,  RESPIRATORY ,  Thromboxane A2/prostaglandin endoperoxide receptor antagonist- Bronchial asthm
Metformin+Teneligliptin,Dhal Curry with coconut milk,0,80.0,5.0,3.5,12.0,False,False,False,False,False,  ANTI DIABETI,Unknown
Tenofovir disoproxil fumarate,Custard cream biscuit,0,54.0,0.6,2.0,9.0,False,False,False,False,False,  ANTI INFECTIVES ,  Nucleoside/nucleotide reverse transcriptase inhibitors (NRTIs)
Eribulin Mesylate,Tuna,0,132.0,29.0,0.6,0.0,False,False,False,False,True,  ANTI NEOPLASTICS ,  Antimicrotubule agents- Non Taxane
Buserelin,Roast Green Pea,0,190.0,14.0,4.5,32.0,False,False,False,False,True,  HORMONES ,  GNRH agonists/analogu
Bacillus Calmette-Guerin strain,Hoppers,0,120.0,3.0,4.0,20.0,False,False,False,False,False,  VACCINE,Unknown
Glycine,Milk cream biscuit,0,56.0,0.6,2.5,8.5,False,False,False,False,False,  VITAMINS MINERALS NUTRIENT,Unknown
Hydroxyurea,Vegetable curry with coconut oil,0,80.0,1.0,5.0,12.0,False,False,False,False,False,  ANTI NEOPLASTICS ,  Anticancer-other
Becaplermin,Mun Kawum,0,450.0,5.0,18.0,70.0,False,False,False,True,False,  DERMA ,  Recombinant human platelet-derived growth factor (rhPDGF)- Diabetic foot ulce
Levofloxacin,Chocolate Cream Biscuit,0,53.0,1.0,2.0,8.0,False,False,False,False,False,  OPHTHAL ,  Quinolones/ Fluroquinolone
Diacerein+Glucosamine+Methyl Sulfonyl Methane,Lemon puff,0,59.0,0.7,2.3,8.7,False,False,False,False,False,  PAIN ANALGESIC,Unknown
Carboxymethylcellulose,Jackfruit,0,33.0,0.6,0.2,8.2,False,False,False,False,False,  OPHTHAL ,  Tear substitue
Tiotropium,Kiri Hodi,0,100.0,1.0,9.0,4.0,False,False,False,False,False,  RESPIRATORY ,  Anticholinergic - COP
Vi Capsular Polysaccharide Of Salmonella Typhi,Roast Green Pea,0,190.0,14.0,4.5,32.0,False,False,False,False,True,  VACCINE,Unknown
Diphtheria Toxoid,Butter Cake,0,220.0,2.0,12.0,27.0,False,False,False,True,False,  VACCINE,Unknown
Dichlorobenzyl Alcohol,Chicken Gravy,0,25.0,3.5,1.5,0.0,False,False,False,False,False,  RESPIRATOR,Unknown
Allantoin,Pani Murukku,0,46.0,0.8,0.9,7.5,False,False,False,False,False,  DERM,Unknown
Alogliptin,Kotmale Vanilla milk,0,124.0,3.4,3.0,21.0,False,False,False,False,False,  ANTI DIABETI,Unknown
Tenofovir Alafenamide,Boondi,0,240.0,3.0,10.0,38.0,False,False,False,False,False,  ANTI INFECTIVES ,  Nucleoside/nucleotide reverse transcriptase inhibitors (NRTIs)
Stannous fluoride,White Rice,0,110.0,2.0,0.0,24.0,False,False,False,False,False,  STOMATOLOGICALS ,  Stomatological-Hypersensitivit
Cyproterone,Fried Halmesso,0,75.0,7.5,4.5,0.0,False,False,False,False,False,  GYNAECOLOGICA,Unknown
Cefixime,Whole Milk,0,130.0,7.0,7.0,10.0,False,False,False,False,False,  ANTI INFECTIVES ,  Cephalosporins   3 generatio
Potassium Nitrate,Banana,0,90.0,1.0,0.0,23.0,False,False,False,False,False,  STOMATOLOGICAL,Unknown
Polmacoxib,Roast Paan,0,280.0,8.0,3.0,55.0,False,False,False,False,False,  PAIN ANALGESIC,Unknown
Fimasartan,Cream cracker biscuit,0,37.0,0.9,1.2,6.0,False,False,False,False,False,  CARDIAC ,  Angiotensin receptor blockers(ARB
Timolol,Chocolate,0,104.4,0.6,5.5,12.9,False,False,False,False,False,  OPHTHA,Unknown
Mannitol,Cream Bun,0,300.0,4.0,15.0,40.0,False,False,False,True,False,  CARDIAC ,  Osmotic diuretic
Orlistat,Ginger Finger Biscuit,0,18.0,0.2,0.5,2.8,True,False,False,False,False,  OTHERS ,  Lipase inhibito
Milrinone,Pasta,0,393.0,14.0,1.7,79.0,False,False,False,False,True,  CARDIAC ,  Phosphodiesterase-III inhibitors (HF
Zinc Oxide,Murukku,0,550.0,9.0,38.0,50.0,False,False,False,True,False,  DERMA ,  Mineral
Balsalazide,Red Rice,0,112.0,2.4,0.8,23.0,False,False,False,False,False,  GASTRO INTESTINAL ,  5- Aminosalicylic acid (5-ASA
Gefitinib,Kurumba,0,75.0,2.2,4.1,8.9,False,False,False,False,False,  ANTI NEOPLASTICS ,  Tyrosine kinase inhibitor
Vitamin C,Kola Mallum,0,80.0,1.0,5.0,5.0,False,False,False,False,False,  VITAMINS MINERALS NUTRIENTS ,  Vitamin
Cefprozil,Garlic Murukku,0,500.0,8.0,25.0,55.0,True,False,False,True,False,  ANTI INFECTIVES ,  Cephalosporins   3 generatio
Stannous fluoride,Kurumba,0,75.0,2.2,4.1,8.9,False,False,False,False,False,  STOMATOLOGICALS ,  Stomatological-Hypersensitivit
Ornidazole,Mango Chutney with Sugar,0,200.0,0.5,0.0,50.0,False,False,False,False,False,  ANTI INFECTIVE,Unknown
Human coagulation factor VIII,Jam Paan,0,300.0,7.0,8.0,55.0,False,False,False,False,False,  CARDIA,Unknown
Zuclopenthixol,Jam Paan,0,300.0,7.0,8.0,55.0,False,False,False,False,False,  NEURO CNS ,  Typical Antipsychotic
Nizatidine,Chocolate ice cream,0,154.0,2.6,10.0,14.0,False,False,False,False,False,  GASTRO INTESTINAL ,  H2 Receptor Blocke
Beta-Cyclodextrin,Egg,0,70.0,6.0,5.0,0.4,False,False,False,False,False,  VITAMINS MINERALS NUTRIENT,Unknown
Mometasone+Fusidic Acid,Milk cream biscuit,0,56.0,0.6,2.5,8.5,False,False,False,False,False,  DERM,Unknown
Anidulafungin,Chocolate Cake,0,250.0,3.0,12.0,35.0,False,False,False,True,False,  ANTI INFECTIVES ,  Fungal cell wall synthesis inhibitor (Echiocandins
Magnesium Citrate,Vegetable Roll,0,120.0,3.0,4.0,18.0,False,False,False,False,False,  VITAMINS MINERALS NUTRIENT,Unknown
Trimethoprim,Salmon,0,208.0,20.0,13.0,0.0,False,False,False,True,True,  ANTI INFECTIVES ,  Sulphonamide
Cisatracurium,White Rice,0,110.0,2.0,0.0,24.0,False,False,False,False,False,  PAIN ANALGESICS ,  Skeletal muscle relaxant- Peripherally actin
Acitretin,Orange,0,62.0,1.2,0.2,15.4,False,False,False,False,False,  DERM,Unknown
Chromium,Coconut Milk 1st 2nd 3rd extractions,0,15.0,0.2,1.4,1.0,False,False,False,False,False,  VITAMINS MINERALS NUTRIENT,Unknown
Lorlatinib,Butter Cake,0,220.0,2.0,12.0,27.0,False,False,False,True,False,  ANTI NEOPLASTICS ,  Tyrosine kinase inhibitor
Travoprost,White Bread,0,270.0,9.0,3.0,50.0,False,False,False,False,False,  OPHTHAL ,  PG F2 Alpha analogu
Cefixime,Dodol,0,380.0,2.0,12.0,75.0,False,False,False,True,False,  ANTI INFECTIVES ,  Cephalosporins   3 generatio
Lamivudine,Helapa,0,440.0,11.0,17.0,80.0,False,False,False,True,True,  ANTI INFECTIVE,Unknown
Avelumab,Skim Milk,0,80.0,8.0,0.0,12.0,False,False,False,False,False,  ANTI NEOPLASTICS ,  Anticancer-other
Domperidone+Pantoprazole,Yogurt,0,90.0,5.0,3.0,10.0,False,False,False,False,False,  GASTRO INTESTINA,Unknown
Evogliptin,Chicken Curry,0,180.0,27.0,8.0,0.0,False,False,False,False,True,  ANTI DIABETI,Unknown
