Drug_Ingredient,Food,label,Calories,Protein,Fat,Carbs,Herbal_Risk,Alcohol_Risk,Iron_Rich,High_Fat,High_Protein,Therapeutic_Class,Action_Class
Acenocoumarol,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Vitamin K antagonist
Acenocoumarol,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Vitamin K antagonist
Coumarin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Coumarin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Ximelagatran,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Ximelagatran,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Desmoteplase,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Desmoteplase,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Defibrotide,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Defibrotide,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Ancrod,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Ancrod,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Beraprost,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Beraprost,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Prasugrel,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Prasugrel,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Rivaroxaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
